BASE_URI|TITLE|DATE|FORMAT|CONTRIBUTOR|SUBJECT|DESCRIPTION|SOURCE|RIGHTS|FILE_PATH
Metadata/Crime-in-the-Archives/Leopold and Loeb/MS0412-C-Leopold_and_Loeb-Courthouse_Crowds-July_24_1924.xml|[Crowd Outside Courthouse Building During Leopold and Loeb Trial]|1924-07-26|Black-and-white photographs|Underwood & Underwood|Leopold, Nathan Freudenthal, 1904-1971--Pictorial works; Loeb, Richard A., 1905-1936--Pictorial works|The trial of Nathan Leopold (1904-1971) and Richard Loeb (1905-1936), at Chicago's Courthouse Place, was a media spectacle drawing hundreds of spectators every day. Loeb’s family hired famed attorney Clarence Darrow, one of the most renowned criminal defense lawyers in the country and a staunch opponent of capital punishment. Darrow’s passionate twelve-hour plea at the conclusion of the hearing has been called the finest speech of his career and is often referred to as a masterful narration against the death penalty.|James G. Stahlman Historical Autograph Collection, Nathan Leopold, MSS0412|NULLCopyright maintained by Vanderbilt University Special Collections|Copyright maintained by Vanderbilt University Special Collections|PATH TO IMAGES/MS0412-C-Leopold_and_Loeb-Courthouse_Crowds-July_24_1924.jpg
Metadata/Crime-in-the-Archives/Leopold and Loeb/MS0412-C-Nathan_F_Leopold_letter-Dec_7_1964.xml|[Letter to Mary K. Brown]|1964-12-07|Letters (correspondence)|Leopold, Nathan Freudenthal, 1904-1971|Capital punishment--Correspondence|After his release from prison in 1958 Nathan Leopold (1904-1971) moved to Puerto Rico where he re-started his life as an X-ray technician and advocate for the abolition of the death penalty.  In this letter he discusses his opposition to capital punishment and his belief that criminals could be rehabilitated. While in prison Leopold worked tirelessly to improve the lives of inmates, teaching reading classes and establishing libraries within the penitentiaries.|James G. Stahlman Historical Autograph Collection, Nathan Leopold, MSS0412|NULLCopyright maintained by Vanderbilt University Special Collections|Copyright maintained by Vanderbilt University Special Collections|PATH TO IMAGES/MS0412-C-Nathan_F_Leopold_letter-Dec_7_1964.jpg
Metadata/Crime-in-the-Archives/Leopold and Loeb/MS0412-C-Richard_Loeb-Slain_in_Prison-Jan_28_1936.xml|[Dickie Loeb Slain in Prison]|1936-01-28|Black-and-white photographs|Acme Newspictures (New York, N.Y.)|Loeb, Richard A., 1905-1936--Pictorial works|Richard Loeb was killed in 1936 by his cellmate James Day at the Illinois State Penitentiary at Statesville. During his time in prison he was under constant threat by other prisoners because of the heinous nature of his crime.  Leopold (19 at the time) and Loeb (18 at the time) were considered the first “thrill killers” in America a definition that has become synonymous with their names. Both admitted that they were driven by the thrill of the kill, their Übermensch delusions, and their aspiration to commit a "perfect crime". Leopold, at least, considered the incident an intellectual exercise.|James G. Stahlman Historical Autograph Collection, Nathan Leopold, MSS0412|NULLCopyright maintained by Vanderbilt University Special Collections|Copyright maintained by Vanderbilt University Special Collections|PATH TO IMAGES/MS0412-C-Richard_Loeb-Slain_in_Prison-Jan_28_1936.jpg
Metadata/Crime-in-the-Archives/Making Money from Murder/Compulsion-M_Levin-1956-cover.xml|Compulsion|1957-10|Paperbacks; Books|Levin, Meyer, 1905-1981; Pocket Books|Leopold, Nathan Freudenthal, 1904-1971; Loeb, Richard A., 1905-1936|Levin's novel was based on the 1924 Leopold and Loeb murder case. Psychiatric experts played a large part in the young men's avoidance of the electric chair, as it had in the trial of Charles Guiteau, who assassinated President Garfield in 1881 and in the defense of Harry Thaw in the 1906 Stanford White case. Loeb was killed in prison, but Leopold  was paroled, after which he unsuccessfully sued Levin for defamation of character.|James G. Stahlman Autograph Collection, Leopold, Nathan folder|c. November 1957, Pocket Books Cardinal Edition (now Simon and Shuster).  -- Simon and Schuster, Inc. -- Attn: Permissions Dept., 12th floor -- 1230 Avenue of the Americas -- New York, NY 10020 -- or fax your request on official letterhead to: (212) 698-7284 -- Email: permissions@simonandschuster.com -- - See more at: http://www.simonandschuster.biz/biz/rights-and-permissions#sthash.UF8WS3s4.dpuf  OR http://www.simonandschuster.biz/biz/rights-and-permissionsCopyright maintained by Vanderbilt University Special Collections|Copyright maintained by Vanderbilt University Special Collections|PATH TO IMAGES/Compulsion-M_Levin-1956-cover.jpg
Metadata/Crime-in-the-Archives/Making Money from Murder/F594_J24_F73_1915-C-Frank_James.xml|Frank James and His Brother Jesse: The Daring Border Bandits|1915|Children's books|James, Edgar; I. & M. Ottenheimer Publishers|James, Frank, 1844-1915|Western fiction got its starts in the penny dreadfuls and dime novels of the Civil War era. The "Hop Along Cassidy" stories were first published in 1904 and Zane Grey's "Riders of the Purple Sage" was released in 1912. The genre peaked in 1960.  "Frank James and His Brother Jesse" tells the story of Jesse's murder in a sympathetic tone and follows brother Frank's efforts at revenge and eventual surrender and conversion.|Sevier Collection, F594 .J24 F73 1915|Published in 1915Copyright maintained by Vanderbilt University Special Collections|Copyright maintained by Vanderbilt University Special Collections|PATH TO IMAGES/F594_J24_F73_1915-C-Frank_James.jpg
Metadata/Crime-in-the-Archives/Making Money from Murder/More_of_the_Shadow-C-Records-1979.xml|More of the Shadow Starring Orson Wells|1979|Long-playing records|Murray Hill Radio Theatre|Shadow (Fictitious character)|"Who knows what evil lurks in the hearts of men? The Shadow knows!” These words, spoken by Walter B. Gibson's fictional crime-fighting vigilante The Shadow are part of radio history. The Shadow debuted on the 1930 CBS radio show, Detective Story Hour, and quickly built a fan base, as The Shadow, alias Lamont Cranston, helped police fight crime with his psychic powers of invisibility. The show ran for 20 years and continues to be popular in re-broadcasts such as this, featuring Orson Wells.|NULL|Company is defunct with no forwarding information. Using small amount of material for transformative use; no negative effect on market.Copyright maintained by Vanderbilt University Special Collections|Copyright maintained by Vanderbilt University Special Collections|PATH TO IMAGES/More_of_the_Shadow-C-Records-1979.jpg
Metadata/Crime-in-the-Archives/Making Money from Murder/MS0412-Bonnie-Clyde-movie_photo.xml|[Still from 'Bonnie and Clyde']|1967-01-01|Film stills|Warner Bros. -  Seven Arts|Barrow, Clyde, 1904-1934; Parker, Bonnie, 1910-1934|"Bonnie and Clyde" was a romantic and humorous interpretation of the life of Bonnie Parker and Clyde Barrow. The 1967 film broke new ground in its depiction of sex and violence and used modern filmmaking techniques inspired by French New Wave directors. Historical accuracy was marginalized to evoke sympathy among viewers for the crime pair. The project was a success and was influential in the use of graphic violence in the film industry.|James G. Stahlman Autograph Collection, Leopold, Nathan folder|c. Warner Bros - Seven Arts (now Warner Bros Pictures., owned by Kinney National Company) see http://www.warnerbros.com/studio/services/clip-and-still-licensing  -- JULIE HEATH -- Vice President -- Clip & Still Licensing Department -- Warner Bros. Entertainment, Inc. -- 4000 Warner Boulevard -- Burbank, California 91522 -- Phone: (818) 954-1853; Fax: (818) 954-3817; -- E-mail: clipandstilldept@warnerbros.com -- Recorded Information Line: (818) 954-2298Copyright maintained by Vanderbilt University Special Collections|Copyright maintained by Vanderbilt University Special Collections|PATH TO IMAGES/MS0412-Bonnie-Clyde-movie_photo.jpg
Metadata/Crime-in-the-Archives/Making Money from Murder/MS0412-Bonnie-Clyde-novelty_money.xml|[Bonnie & Clyde $100,000 Novelty Bill]|unknown|Novelties|American Art Classics|Barrow, Clyde, 1904-1934--Pictorial works; Parker, Bonnie, 1910-1934--Pictorial works|Bonnie Parker and Clyde Barrow pose on this novelty $100,000 bill, replacing the image of President Woodrow Wilson that adorned the few $100,000 bank notes that were actually printed by the Federal Reserve System. The couple's photographs are drawn from candid shots discovered by police in April 1933. In fact, high denomination bills over $100 have not been printed since 1946 and have been withdrawn from circulation by the Federal Reserve since 1969.|James G. Stahlman Autograph Collection, Barrow, Clyde folder|c. ICI AAC -- American Art Classics, Inc. -- 1627 Wildwood Rd -- Clearwater, FL 33756 USA -- Phone: 727-683-7400, Fax: 775-582-3971 -- E-Mail: americanartclassics@gmail.comCopyright maintained by Vanderbilt University Special Collections|Copyright maintained by Vanderbilt University Special Collections|PATH TO IMAGES/MS0412-Bonnie-Clyde-novelty_money.jpg
Metadata/Crime-in-the-Archives/Making Money from Murder/MS0412-BostonStrangler-movie_photo.xml|The Boston Strangler|1968-01-01|black-and-white photograps, inscribed|Twentieth Century-Fox Film Corporation|De Salvo, Albert Henry, 1931-1973|Tony Curtis portrayed serial killer Anthony H. DeSalvo in the 1968 The Boston Strangler, released one year after the sentencing of DeSalvo. Critics condemned the film for sensationalizing Gerald Frank’s story of the murders which took place in the Boston area between 1962 and 1964. DeSalvo confessed to the murders but many questioned whether he was the killer. It was not until 2013 that DNA evidenced proved he was indeed the murderer of the final victim, a 19-year old woman.|James G. Stahlman Autograph Collection/Curtis, Tony folder|c. 20th Century Fox (P.O. Box 900, Beverly Hills, CA 90213-0900; tel: 310-369-1000; fax: 310-369-4647)Copyright maintained by Vanderbilt University Special Collections|Copyright maintained by Vanderbilt University Special Collections|NULL
Metadata/Crime-in-the-Archives/Making Money from Murder/MS0412-C-Compulsion-1959.xml|[Compulsion film poster]|1959|Posters|Twentieth Century-Fox Film Corporation|Leopold, Nathan Freudenthal, 1904-1971; Loeb, Richard A., 1905-1936|The film "Compulsion" was based on Meyer Levin's 1956 novel of the same name. Both tell the story of the 1924 murder trial of Nathan Leopold and Richard Loeb, two wealthy students who kidnapped and murdered 14-year old Bobby Franks. The press was on the story before the killers were identified and helped to thwart the ransom delivery. How could two brilliant young men with everything going for them perform such a criminal act?  What did that say about childhood in America?|James G. Stahlman Autograph Collection, Leopold, Nathan folder|c. 20th Century Fox (P.O. Box 900, Beverly Hills, CA 90213-0900; tel: 310-369-1000; fax: 310-369-4647)Copyright maintained by Vanderbilt University Special Collections|Copyright maintained by Vanderbilt University Special Collections|PATH TO IMAGES/MS0412-C-Compulsion-1959.jpg
Metadata/Crime-in-the-Archives/Making Money from Murder/MS0412-C-Jack_Webb-Time-March_15_1954.xml|[Time Magazine cover portrait of Jack Webb, Star of 'Dragnet']|1954-03-15|Magazines (periodicals)|Shali︠a︡pin, Boris, 1904-1979|Webb, Jack, 1920-1982--Pictorial works|Dick Wolf, producer of the television series, Law and Order, described Dragnet as “the father of us all." Jack Webb, its creator and director, began the Dragnet police drama series as a radio program (1949-1955) in 1949 and continued it as a television series (1952-1959 and 1967-1970). The show broke ground in its real life depiction of crime, moving away from the hard-boiled dramas of Dashiell Hammett and Raymond Chandler, toward a social realism with a focus on the dedicated policeman.|James G. Stahlman Autograph Collection, Webb, Jack folder|c. Time Magazine; claiming fair use due to: teaching, research, non-profit educational institution, transformative, published work, important to educational objectives,   small quantity, user owns copy, no significant effect on the marketCopyright maintained by Vanderbilt University Special Collections|Copyright maintained by Vanderbilt University Special Collections|PATH TO IMAGES/MS0412-C-Jack_Webb-Time-March_15_1954.jpg
