BASE_URI	TITLE	DATE	FORMAT	CONTRIBUTOR	SUBJECT	DESCRIPTION	SOURCE	RIGHTS	FILE_PATH	FILE_NAME	TAGS
Metadata/Crime-in-the-Archives/Crime of the Century/MS0412-C-Lindbergh-Spirit_Autograph.xml	[Pilot Charles Lindbergh Poses alongside His Famous Plane 'The Spirit of St. Louis']	1927	News photographs|Signatures (names)	Daily News (New York)|Lindbergh, Charles A. (Charles Augustus), 1902-1974.	Lindbergh, Charles A. (Charles Augustus), 1902-1974--Portraits|Spirit of St. Louis (Airplane)--Pictorial works	In 1919, French businessman Raymond Orteig established a $25000 prize to the first person to fly non-stop from New York to Paris. Eight years later, Charles Augustus Lindbergh collected the prize. Lindbergh's achievement was a boon to the fledgling aviation industry and while the Great Depression slowed some of that progress, Lindbergh's achievement set the stage for airplane production in World War II.	MSS0412, James G. Stahlman Historical Autograph Collection, Lindbergh, Charles folder	Copyright; use considered fair according to the ARL Code of Best Practices in Fair Use	http://libexh.library.vanderbilt.edu/impomeka/2015-exhibit/MS0412-C-Lindbergh-Spirit_Autograph.jpg	MS0412-C-Lindbergh-Spirit_Autograph.jpg	Crime in the Archives|Crime of the Century|2015 Exhibits
Metadata/Crime-in-the-Archives/Crime of the Century/MS0412-Lindbergh-coin.xml	The Charles Lindbergh Flight (26th Commemorative)	1964	Commemorative medals	Becker, Henry A.|Franklin Mint	Lindbergh, Charles A. (Charles Augustus), 1902-1974--Numismatics|Spirit of St. Louis (Airplane)|Air pilots--United States|Transatlantic flights	In an era of supersonic jets and bullet trains, of flights to the moon and Google Maps, Charles Lindbergh's legendary 33 hour and 30 minute solo flight across the Atlantic in the cramped cockpit of a one-engine plane continues to capture the imagination of the world. "Lucky Lindy's" stripped-down aeronautic design and courage made him an idol to the world. Lindbergh gave the Spirit of St. Louis to the Smithsonian where it has been on display for over 80 years.	MSS0412, James G. Stahlman Historical Autograph Collection, Lindbergh, Charles	Copyright; use considered fair according to the ARL Code of Best Practices in Fair Use	http://libexh.library.vanderbilt.edu/impomeka/2015-exhibit/MS0412-Lindbergh-coin.jpg	MS0412-Lindbergh-coin.jpg	Crime in the Archives|Crime of the Century|2015 Exhibits
Metadata/Crime-in-the-Archives/Leopold and Loeb/HV6248_L43_L54_1958-C-Life_Plus_99_Years.xml	Life Plus 99 Years	1958	Paperbacks|Books	Leopold, Nathan Freudenthal, 1904-1971|Gardner, Erle Stanley, 1889-1970|Popular Library	Leopold, Nathan Freudenthal, 1904-1971|Loeb, Richard A., 1905-1936|Trials (Murder)--Illinois--Chicago|Murderers--Illinois--Chicago--Biography|Murder--Illinois--Chicago--Case studies	Nathan Leopold (1904-1971) wrote Life Plus 99 Years while in prison awaiting a parole hearing.  He was released in 1958 after thirty-three years of incarceration.  Nathan Leopold and Richard Loeb’s (1905-1936) are best known for the heinous murder of fourteen year-old Bobby Franks on May 21, 1924 in Chicago, Illinois. Leopold’s autobiography details how the rehabilitation of inmates can be effective as seen in his own experience. Upon his release from the Statesville Penitentiary he moved to Puerto Rico, married and worked as an X-ray technician.	Sevier Collection, HV6248 .L43 L54 1958	Copyright; use considered fair according to the ARL Code of Best Practices in Fair Use	http://libexh.library.vanderbilt.edu/impomeka/2015-exhibit/HV6248_L43_L54_1958-C-Life_Plus_99_Years.jpg	HV6248_L43_L54_1958-C-Life_Plus_99_Years.jpg	Crime in the Archives|Leopold and Loeb|2015 Exhibits
Metadata/Crime-in-the-Archives/Leopold and Loeb/MS0412-C-Leopold_and_Loeb-Courthouse_Crowds-July_24_1924.xml	[Crowd outside Courthouse Building during Leopold and Loeb Trial]	1924-07-26	Black-and-white photographs	Underwood & Underwood	Leopold, Nathan Freudenthal, 1904-1971|Loeb, Richard A., 1905-1936	The trial of Nathan Leopold (1904-1971) and Richard Loeb (1905-1936), at Chicago's Courthouse Place, was a media spectacle drawing hundreds of spectators every day. Loeb’s family hired famed attorney Clarence Darrow, one of the most renowned criminal defense lawyers in the country and a staunch opponent of capital punishment. Darrow’s passionate twelve-hour plea at the conclusion of the hearing has been called the finest speech of his career and is often referred to as a masterful narration against the death penalty.	MSS0412, James G. Stahlman Historical Autograph Collection, Nathan Leopold	Public Domain	http://libexh.library.vanderbilt.edu/impomeka/2015-exhibit/MS0412-C-Leopold_and_Loeb-Courthouse_Crowds-July_24_1924.jpg	MS0412-C-Leopold_and_Loeb-Courthouse_Crowds-July_24_1924.jpg	Crime in the Archives|Leopold and Loeb|2015 Exhibits
Metadata/Crime-in-the-Archives/Leopold and Loeb/MS0412-C-Nathan_F_Leopold_letter-Dec_7_1964.xml	[Letter to Mary K. Brown]	1964-12-07	Letters (correspondence)	Leopold, Nathan Freudenthal, 1904-1971	Capital punishment--Correspondence	After his release from prison in 1958, Nathan Leopold (1904-1971) moved to Puerto Rico where he restarted his life as an x-ray technician and advocate for the abolition of the death penalty. In this letter, he discusses his opposition to capital punishment and his belief that criminals could be rehabilitated. While in prison, Leopold worked tirelessly to improve the lives of inmates, teaching reading and establishing libraries within the penitentiaries.	MSS0412, James G. Stahlman Historical Autograph Collection, Nathan Leopold	Copyright; use considered fair according to the ARL Code of Best Practices in Fair Use	http://libexh.library.vanderbilt.edu/impomeka/2015-exhibit/MS0412-C-Nathan_F_Leopold_letter-Dec_7_1964.jpg	MS0412-C-Nathan_F_Leopold_letter-Dec_7_1964.jpg	Crime in the Archives|Leopold and Loeb|2015 Exhibits
Metadata/Crime-in-the-Archives/Leopold and Loeb/MS0412-C-Richard_Loeb-Slain_in_Prison-Jan_28_1936.xml	Dickie Loeb Slain in Prison	1924|1936	Black-and-white photographs	Acme Newspictures (New York, N.Y.)	Loeb, Richard A., 1905-1936--Pictorial works	Richard Loeb was killed in 1936 by his cellmate James Day at the Illinois State Penitentiary at Statesville. During his time in prison, he was under constant threat by other prisoners because of the heinous nature of his crime. Leopold (19 at the time) and Loeb (18 at the time) were considered the first “thrill killers” in America, a phrase that has become synonymous with their names. Both admitted that they were driven by the thrill of the kill, their Übermensch delusions, and their aspiration to commit a "perfect crime."	MSS0412, James G. Stahlman Historical Autograph Collection, Nathan Leopold	Copyright; use considered fair according to the ARL Code of Best Practices in Fair Use	http://libexh.library.vanderbilt.edu/impomeka/2015-exhibit/MS0412-C-Richard_Loeb-Slain_in_Prison-Jan_28_1936.jpg	MS0412-C-Richard_Loeb-Slain_in_Prison-Jan_28_1936.jpg	Crime in the Archives|Leopold and Loeb|2015 Exhibits
Metadata/Crime-in-the-Archives/Leopold and Loeb/The_San_Fransisco_Call-Aug_28_1924.xml	[Leopold and Loeb Case Headline]	1924-08-24	Periodicals|Newspapers	San Francisco Call Co.	Leopold, Nathan Freudenthal, 1904-1971|Loeb, Richard A., 1905-1936	The headline for the August 28, 1924, edition of The San Francisco Call refers to the thrill killers Nathan Leopold and Richard Loeb's trial for the horrific murder of Bobby Franks. Newspapers across the country followed the court case, filling their pages with gruesome facts about the abduction and murder.	MSS0412, James G. Stahlman Historical Autograph Collection, Richard Loeb File	Copyright; use considered fair according to the ARL Code of Best Practices in Fair Use	http://libexh.library.vanderbilt.edu/impomeka/2015-exhibit/The_San_Fransisco_Call-Aug_28_1924.jpg	The_San_Fransisco_Call-Aug_28_1924.jpg	Crime in the Archives|Leopold and Loeb|2015 Exhibits
Metadata/Crime-in-the-Archives/Making Money from Murder/Compulsion-M_Levin-1956-cover.xml	Compulsion	1957	Paperbacks|Books	Levin, Meyer, 1905-1981|Pocket Books	Leopold, Nathan Freudenthal, 1904-1971|Loeb, Richard A., 1905-1936	Levin's novel was based on the 1924 Leopold and Loeb murder case. Psychiatric experts played a large part in the young men's avoidance of the electric chair, as it had in the trial of Charles Guiteau, who assassinated President Garfield in 1881 and in the defense of Harry Thaw in the 1906 Stanford White case. Loeb was killed in prison, but Leopold  was paroled, after which he unsuccessfully sued Levin for defamation of character.	MSS0412, James G. Stahlman Historical Autograph Collection, Leopold, Nathan folder	Copyright; use considered fair according to the ARL Code of Best Practices in Fair Use	http://libexh.library.vanderbilt.edu/impomeka/2015-exhibit/Compulsion-M_Levin-1956-cover.jpg	Compulsion-M_Levin-1956-cover.jpg	Crime in the Archives|Making Money from Murder|2015 Exhibits
Metadata/Crime-in-the-Archives/Making Money from Murder/F594_J24_F73_1915-C-Frank_James.xml	Frank James and His Brother Jesse: The Daring Border Bandits	1915	Book	James, Edgar|I. & M. Ottenheimer Publishers	James, Frank, 1844-1915	Western fiction got its starts in the penny dreadfuls and dime novels of the Civil War era. The Hopalong Cassidy stories were first published in 1904 and Zane Grey's Riders of the Purple Sage was released in 1912. The genre peaked in 1960. Frank James and His Brother Jesse tells the story of Jesse's murder in a sympathetic tone and follows brother Frank's efforts at revenge and eventual surrender and religious conversion.	Sevier Collection, F594 .J24 F73 1915	Public Domain	http://libexh.library.vanderbilt.edu/impomeka/2015-exhibit/F594_J24_F73_1915-C-Frank_James.jpg	F594_J24_F73_1915-C-Frank_James.jpg	Crime in the Archives|Making Money from Murder|2015 Exhibits
Metadata/Crime-in-the-Archives/Making Money from Murder/More_of_the_Shadow-C-Records-1979.xml	More of the Shadow Starring Orson Wells	1979	Long-playing records	Murray Hill Radio Theatre|Outlet Book Company, Inc.|Random House Audio Publishing	Shadow (Fictitious character)	"Who knows what evil lurks in the hearts of men? The Shadow knows!” These words, spoken by Walter B. Gibson's fictional crime-fighting vigilante The Shadow are part of radio history. The Shadow radio program debuted on the 1930 CBS Detective Story Hour, and quickly built a fan base as The Shadow, alias Lamont Cranston, helped police fight crime with his psychic powers of invisibility. The show ran for 20 years and continues to be popular in re-broadcasts such as this, featuring Orson Wells.	Item on loan from a private collection	Copyright; use considered fair according to the ARL Code of Best Practices in Fair Use	http://libexh.library.vanderbilt.edu/impomeka/2015-exhibit/More_of_the_Shadow-C-Records-1979.jpg	More_of_the_Shadow-C-Records-1979.jpg	Crime in the Archives|Making Money from Murder|2015 Exhibits
Metadata/Crime-in-the-Archives/Making Money from Murder/MS0412-Bonnie-Clyde-movie_photo.xml	Bonnie and Clyde	1967	Film stills	Warner Bros.-Seven Arts	Barrow, Clyde, 1904-1934|Parker, Bonnie, 1910-1934	"Bonnie and Clyde" was a romantic and humorous interpretation of the life of Bonnie Parker and Clyde Barrow. The 1967 film broke new ground in its depiction of sex and violence and used modern filmmaking techniques inspired by French New Wave directors. Historical accuracy was marginalized to evoke sympathy among viewers for the crime pair. The project was a success and was influential in the use of graphic violence in the film industry.	MSS0412, James G. Stahlman Historical Autograph Collection, Leopold, Nathan folder	Copyright; use considered fair according to the ARL Code of Best Practices in Fair Use	http://libexh.library.vanderbilt.edu/impomeka/2015-exhibit/MS0412-Bonnie-Clyde-movie_photo.jpg	MS0412-Bonnie-Clyde-movie_photo.jpg	Crime in the Archives|Making Money from Murder|2015 Exhibits
Metadata/Crime-in-the-Archives/Making Money from Murder/MS0412-Bonnie-Clyde-novelty_money.xml	[Bonnie & Clyde $100,000 Novelty Bill]	1940	Novelties	American Art Classics	Barrow, Clyde, 1904-1934--Pictorial works|Parker, Bonnie, 1910-1934--Pictorial works	Bonnie Parker and Clyde Barrow pose on this novelty $100,000 bill, replacing the image of President Woodrow Wilson that adorned the few $100,000 bank notes that were actually printed by the Federal Reserve System. The couple's photographs are drawn from candid shots discovered by police in April 1933. In fact, high denomination bills over $100 have not been printed since 1946 and have been withdrawn from circulation by the Federal Reserve since 1969.	MSS0412, James G. Stahlman Historical Autograph Collection, Barrow, Clyde folder	Copyright; licensed to Vanderbilt University	http://libexh.library.vanderbilt.edu/impomeka/2015-exhibit/MS0412-Bonnie-Clyde-novelty_money.jpg	MS0412-Bonnie-Clyde-novelty_money.jpg	Crime in the Archives|Making Money from Murder|2015 Exhibits
Metadata/Crime-in-the-Archives/Making Money from Murder/MS0412-BostonStrangler-movie_photo.xml	The Boston Strangler	1968-01-01	Black-and-white photographs	Twentieth Century-Fox Film Corporation	De Salvo, Albert Henry, 1931-1973	Tony Curtis portrayed serial killer Anthony H. DeSalvo in 1968's The Boston Strangler, released one year after the sentencing of DeSalvo. Critics condemned the film for sensationalizing Gerald Frank’s story of the murders which took place in the Boston area between 1962 and 1964. DeSalvo confessed to the murders but many questioned whether he was the killer. It was not until 2013 that DNA evidenced proved he was indeed the murderer of the final victim, a 19-year old woman.	MSS0412, James G. Stahlman Historical Autograph Collection, Curtis, Tony folder	Copyright; use considered fair according to the ARL Code of Best Practices in Fair Use	http://libexh.library.vanderbilt.edu/impomeka/2015-exhibit/MS0412-BostonStrangler-movie_photo.jpg	MS0412-BostonStrangler-movie_photo.jpg	Crime in the Archives|Making Money from Murder|2015 Exhibits
Metadata/Crime-in-the-Archives/Making Money from Murder/MS0412-C-Compulsion-1959.xml	"Compulsion"	1959	Posters	Twentieth Century-Fox Film Corporation	Leopold, Nathan Freudenthal, 1904-1971|Loeb, Richard A., 1905-1936	The film Compulsion was based on Meyer Levin's 1956 novel of the same name. Both tell the story of the 1924 murder trial of Nathan Leopold and Richard Loeb, two wealthy students who kidnapped and murdered 14-year old Bobby Franks. The press was on the story before the killers were identified and helped to thwart the ransom delivery. How could two brilliant young men with everything going for them perform such a criminal act?  What did that say about childhood in America?	MSS0412, James G. Stahlman Historical Autograph Collection, Leopold, Nathan folder	Copyright; use considered fair according to the ARL Code of Best Practices in Fair Use	http://libexh.library.vanderbilt.edu/impomeka/2015-exhibit/MS0412-C-Compulsion-1959.jpg	MS0412-C-Compulsion-1959.jpg	Crime in the Archives|Making Money from Murder|2015 Exhibits
